12.45 PM;32,72;161,5;0;194,22;32,72
12.50 PM;31,94;163,88;0;195,82;31,94
12.55 PM;32,75;165,17;0;197,92;32,75
01.00 PM;33,48;153,24;0;186,72;33,48
01.05 PM;29,13;176,95;0;206,08;29,13
01.10 PM;34,5;166,68;0;201,18;34,5
01.15 PM;33,81;152,7;0;186,51;33,81
01.20 PM;36,78;164,69;0;201,47;36,78
01.25 PM;37,2;141,57;0;178,77;37,2
01.30 PM;36,74;152,66;0;189,4;36,74
01.35 PM;36,05;151,11;0;187,16;36,05
01.40 PM;37,36;160,4;0;197,76;37,36
01.45 PM;38,64;163,17;0;201,8;38,64
01.50 PM;37,09;161,42;0;198,51;37,09
01.55 PM;38,6;155,04;0;193,64;38,6
02.00 PM;38,59;164,69;0;203,28;38,59
02.05 PM;27,78;162,62;0;190,4;27,78
02.10 PM;31,34;155,66;0;187;31,34
02.15 PM;31,42;148,44;0;179,87;31,42
02.20 PM;38,4;149,41;0;187,81;38,4
02.25 PM;37,94;160,33;0;198,27;37,94
02.30 PM;35,16;150,45;0;185,61;35,16
02.35 PM;39,75;166,35;0;206,1;39,75
02.40 PM;37,58;147,1;0;184,68;37,58
02.45 PM;38,51;162,4;0;200,91;38,51
02.50 PM;29,67;162,66;0;192,33;29,67
02.55 PM;16,69;178,1;0;194,79;16,69
03.00 PM;31,32;164,38;0;195,7;31,32
03.05 PM;28,86;147,37;0;176,23;28,86
03.10 PM;36,31;149,42;0;185,74;36,31
03.15 PM;36,35;165,71;0;202,06;36,35
03.20 PM;36,59;150,83;0;187,42;36,59
03.25 PM;35,5;168,97;0;204,47;35,5
03.30 PM;34,83;156,53;0;191,36;34,83
03.35 PM;34,03;171,47;0;205,5;34,03
03.40 PM;33,47;151,03;0;184,5;33,47
03.45 PM;30,49;171,12;0;201,61;30,49
03.50 PM;31,54;155,11;0;186,65;31,54
03.55 PM;30,8;152,98;0;183,78;30,8
04.00 PM;30,15;162,32;0;192,46;30,15
04.05 PM;29,5;151,36;0;180,86;29,5
04.10 PM;28,59;178,28;0;206,87;28,59
04.15 PM;27,85;179,08;0;206,93;27,85
04.20 PM;27,27;171,66;0;198,93;27,27
04.25 PM;26,34;161,38;0;187,72;26,34
04.30 PM;26,05;178,87;0;204,92;26,05
04.35 PM;25,46;162,83;0;188,29;25,46
04.40 PM;26,52;162,27;0;188,79;26,52
04.45 PM;25,02;159,88;0;184,9;25,02
04.50 PM;18,35;161,91;0;180,26;18,35
04.55 PM;13,37;190,59;0;203,96;13,37
05.00 PM;12,1;181,32;0;193,42;12,1
05.05 PM;12,89;189,61;0;202,5;12,89
05.10 PM;8,88;186,73;0;195,61;8,88
05.15 PM;6,79;174,97;0;181,76;6,79
05.20 PM;6,47;186,84;0;193,31;6,47
05.25 PM;7,11;168,29;0;175,4;7,11
05.30 PM;7,72;192,81;0;200,53;7,72
05.35 PM;8,26;198,23;0;206,49;8,26
05.40 PM;11,83;185,87;0;197,71;11,83
05.45 PM;14,04;177,01;0;191,05;14,04
05.50 PM;13,16;181,01;0;194,17;13,16
05.55 PM;12,24;185,27;0;197,51;12,24
06.00 PM;11,73;168,38;0;180,11;11,73
06.05 PM;10,86;182,74;0;193,59;10,86
06.10 PM;9,94;172,36;0;182,3;9,94
06.15 PM;9,12;189,66;0;198,78;9,12
06.20 PM;8,27;198,7;0;206,97;8,27
06.25 PM;7,11;185;0;192,1;7,11
06.30 PM;5,7;190,85;0;196,55;5,7
06.35 PM;4,44;181,75;0;186,19;4,44
06.40 PM;3,49;174,02;0;177,51;3,49
06.45 PM;2,89;193,68;0;196,57;2,89
06.50 PM;2,46;176,21;0;178,67;2,46
06.55 PM;2,03;207,47;0;209,5;2,03
07.00 PM;1,48;194,05;0;195,53;1,48
07.05 PM;0,93;184,6;0;185,53;0,93
07.10 PM;0,49;197,56;0;198,05;0,49
07.15 PM;0,21;185,54;0;185,75;0,21
07.20 PM;0,06;197,53;0;197,6;0,06
07.25 PM;0;180,67;0;180,67;0
07.30 PM;0;186,56;0;186,56;0
07.35 PM;0;186,24;0;186,24;0
07.40 PM;0;177,2;0;177,2;0
07.45 PM;0;204,21;0;204,21;0
07.50 PM;0;199,66;0;199,66;0
07.55 PM;0;188;0;188;0
08.00 PM;0;204,82;0;204,82;0
08.05 PM;0;185,56;0;185,56;0
08.10 PM;0;197,64;0;197,64;0
08.15 PM;0;183,98;0;183,98;0
08.20 PM;0;199,33;0;199,33;0
08.25 PM;0;188,26;0;188,26;0
08.30 PM;0;183,69;0;183,69;0
08.35 PM;0;188,41;0;188,41;0
08.40 PM;0;173,89;0;173,89;0
08.45 PM;0;202,31;0;202,31;0
08.50 PM;0;193,93;0;193,93;0
08.55 PM;0;202,96;0;202,96;0
09.00 PM;0;177,22;0;177,22;0
09.05 PM;0;198,65;0;198,65;0
09.10 PM;0;183,04;0;183,04;0
09.15 PM;0;181,05;0;181,05;0
09.20 PM;0;190,29;0;190,29;0
09.25 PM;0;174,58;0;174,58;0
09.30 PM;0;193,43;0;193,43;0
09.35 PM;0;194,8;0;194,8;0
09.40 PM;0;190,69;0;190,69;0
09.45 PM;0;191,76;0;191,76;0
09.50 PM;0;189,46;0;189,46;0
09.55 PM;0;191,54;0;191,54;0
10.00 PM;0;184,69;0;184,69;0
10.05 PM;0;179,91;0;179,91;0
10.10 PM;0;184,78;0;184,78;0
10.15 PM;0;193,33;0;193,33;0
10.20 PM;0;198,92;0;198,92;0
10.25 PM;0;183,38;0;183,38;0
10.30 PM;0;202,2;0;202,2;0
10.35 PM;0;187,83;0;187,83;0
10.40 PM;0;181,62;0;181,62;0
10.45 PM;0;190,45;0;190,45;0
10.50 PM;0;182,25;0;182,25;0
10.55 PM;0;192,04;0;192,04;0
11.00 PM;0;181,53;0;181,53;0
11.05 PM;0;196,13;0;196,13;0
11.10 PM;0;191,63;0;191,63;0
11.15 PM;0;178,64;0;178,64;0
11.20 PM;0;173,41;0;173,41;0
11.25 PM;0;195,09;0;195,09;0
11.30 PM;0;202,84;0;202,84;0
11.35 PM;0;182,48;0;182,48;0
11.40 PM;0;193,42;0;193,42;0
11.45 PM;0;175,06;0;175,06;0
11.50 PM;0;192,48;0;192,48;0
11.55 PM;0;176,46;0;176,46;0
12.00 AM;0;188,52;0;188,52;0
